ID,Province,Zone_agro_ecologique,Annee_campagne,Annee_debut,Categorie,Culture,Superficie_ha,Production_t,Rendement_kg_ha,wVHI_moyen_saison,wVHI_min_saison,Temp_moy_C,Precip_totale_mm,Humidite_rel_moy_pct
Barh_El_Ghazal_2016_Sorgho,Barh El Ghazal,Sahélienne,2016/2017,2016,Céréales,Sorgho,102.0,60.85422000000001,596.6100000000001,0.6805,0.612,29.129890410958904,636.93,40.08619178082191
Batha_2016_Arachide,Batha,Sahélienne,2016/2017,2016,Autres cultures,Arachide,25271.4,20941.188202247195,828.6516853932585,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Manioc,Batha,Sahélienne,2016/2017,2016,Autres cultures,Manioc,0.0,0.0,,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Niébé,Batha,Sahélienne,2016/2017,2016,Autres cultures,Niébé,12340.44,5299.601957999999,429.45,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Patate_douce,Batha,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,0.0,0.0,,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Pois_de_terre,Batha,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,240.75,134.90025,560.3333333333334,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Sésame,Batha,Sahélienne,2016/2017,2016,Autres cultures,Sésame,5760.0,2375.356915581236,412.38835339952,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Taro,Batha,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Berbéré,Batha,Sahélienne,2016/2017,2016,Céréales,Berbéré,103645.0,57707.70504731882,556.7823343848601,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Blé,Batha,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Maïs,Batha,Sahélienne,2016/2017,2016,Céréales,Maïs,60.0,21.42,357.00000000000006,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Mil,Batha,Sahélienne,2016/2017,2016,Céréales,Mil,143695.6,60593.6559264378,421.6806633358141,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Riz,Batha,Sahélienne,2016/2017,2016,Céréales,Riz,2.0,1.6555000000000002,827.7500000000001,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Batha_2016_Sorgho,Batha,Sahélienne,2016/2017,2016,Céréales,Sorgho,55080.0,30902.970297029697,561.056105610561,0.7188947368421053,0.546,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Arachide,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Arachide,65659.0,82073.75,1250.0,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Manioc,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Manioc,1341.6666666666672,4270.745838333335,3183.1646,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Niébé,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Niébé,26367.0,36102.50769230769,1369.2307692307693,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Patate_douce,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,810.0,3753.54,4634.0,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Pois_de_terre,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,1738.0,2027.6666666666667,1166.6666666666667,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Sésame,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Sésame,19881.0,13622.166666666668,685.1851851851852,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Taro,Chari-Baguirmi,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Berbéré,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Berbéré,16304.06,18478.05482680087,1133.3407032850023,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Blé,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Maïs,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Maïs,39544.96000000001,42748.101760000005,1081.0,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Mil,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Mil,138286.80000000002,90024.70680000001,651.0,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Riz,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Riz,15544.0,24909.23546609958,1602.498421648197,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Chari-Baguirmi_2016_Sorgho,Chari-Baguirmi,Sahélienne,2016/2017,2016,Céréales,Sorgho,169495.41600000003,133562.38780800003,788.0,0.6688529411764705,0.521,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Arachide,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Arachide,38106.0,35251.8606,925.1,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Manioc,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Manioc,456.0,255.949152,561.292,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Niébé,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Niébé,7149.0,6863.04,960.0,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Patate_douce,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,1423.5,7691.1705,5403.000000000001,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Pois_de_terre,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,3220.0,3168.48,984.0,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Sésame,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Sésame,13590.8,7795.68288,573.6,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Taro,Guéra,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Berbéré,Guéra,Sahélienne,2016/2017,2016,Céréales,Berbéré,28151.550000000003,20324.687296913085,721.9740048740863,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Blé,Guéra,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Maïs,Guéra,Sahélienne,2016/2017,2016,Céréales,Maïs,2771.0,1710.8154,617.4,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Mil,Guéra,Sahélienne,2016/2017,2016,Céréales,Mil,61292.7,33420.7640655,545.265,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Riz,Guéra,Sahélienne,2016/2017,2016,Céréales,Riz,252.0,242.1416666666667,960.8796296296298,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Guéra_2016_Sorgho,Guéra,Sahélienne,2016/2017,2016,Céréales,Sorgho,112476.0,111010.43528319406,986.9699783348808,0.6689473684210526,0.5,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Arachide,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Arachide,51842.4,50582.84610566114,975.70417468445,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Manioc,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Manioc,952.0,428.4595,450.0625,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Niébé,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Niébé,25212.0,15511.574224147304,615.2456855524077,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Patate_douce,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,364.1,2366.65,6500.0,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Pois_de_terre,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,0.0,0.0,,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Sésame,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Sésame,8317.08,3585.4100172,431.09,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Taro,Hadjer-Lamis,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Berbéré,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Berbéré,5725.8,5661.4853571740905,988.7675708502026,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Blé,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Maïs,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Maïs,36748.5975,23701.467315093752,644.9625,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Mil,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Mil,72669.35,27469.014300000003,378.0,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Riz,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Riz,3200.0,11923.2,3726.000000000001,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Hadjer-Lamis_2016_Sorgho,Hadjer-Lamis,Sahélienne,2016/2017,2016,Céréales,Sorgho,90280.0,54846.21495482783,607.512349964863,0.7126,0.507,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Arachide,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Arachide,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Manioc,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Manioc,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Niébé,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Niébé,123.0,25.43025,206.75000000000003,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Patate_douce,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Pois_de_terre,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Sésame,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Sésame,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Taro,Kanem,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Berbéré,Kanem,Sahélienne,2016/2017,2016,Céréales,Berbéré,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Blé,Kanem,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Maïs,Kanem,Sahélienne,2016/2017,2016,Céréales,Maïs,892.0,475.19337600000006,532.7280000000001,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Mil,Kanem,Sahélienne,2016/2017,2016,Céréales,Mil,20954.0,7749.674952681386,369.84227129337535,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Riz,Kanem,Sahélienne,2016/2017,2016,Céréales,Riz,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Kanem_2016_Sorgho,Kanem,Sahélienne,2016/2017,2016,Céréales,Sorgho,0.0,0.0,,0.7276363636363636,0.62,29.129890410958904,636.93,40.08619178082191
Lac_2016_Arachide,Lac,Sahélienne,2016/2017,2016,Autres cultures,Arachide,170.0,179.01,1053.0,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Manioc,Lac,Sahélienne,2016/2017,2016,Autres cultures,Manioc,490.0,6125.0,12500.0,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Niébé,Lac,Sahélienne,2016/2017,2016,Autres cultures,Niébé,2797.0,2501.4503333333337,894.3333333333334,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Patate_douce,Lac,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,439.3,3323.7438,7566.0,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Pois_de_terre,Lac,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,0.0,0.0,,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Sésame,Lac,Sahélienne,2016/2017,2016,Autres cultures,Sésame,0.0,0.0,,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Taro,Lac,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Berbéré,Lac,Sahélienne,2016/2017,2016,Céréales,Berbéré,392.4,733.7880000000001,1870.0,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Blé,Lac,Sahélienne,2016/2017,2016,Céréales,Blé,871.0,1742.0,2000.0,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Maïs,Lac,Sahélienne,2016/2017,2016,Céréales,Maïs,45169.65,106096.7324025,2348.8499999999995,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Mil,Lac,Sahélienne,2016/2017,2016,Céréales,Mil,76759.0,58003.7634714004,755.6607495069034,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Riz,Lac,Sahélienne,2016/2017,2016,Céréales,Riz,440.0,1666.3647,3787.1925,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Lac_2016_Sorgho,Lac,Sahélienne,2016/2017,2016,Céréales,Sorgho,323.0,315.34167,976.2899999999998,0.6947777777777778,0.557,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Arachide,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Arachide,181833.12,179316.54961920003,986.1600000000002,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Manioc,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Manioc,0.0,0.0,,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Niébé,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Niébé,9690.1,3869.063128,399.28,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Patate_douce,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,0.0,0.0,,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Pois_de_terre,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,2000.0,1344.0,672.0,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Sésame,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Sésame,43753.0,20423.9004,466.80000000000007,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Taro,Ouaddaï,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Berbéré,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Berbéré,625.0,393.75,630.0,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Blé,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Maïs,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Maïs,961.0,537.82365,559.6500000000001,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Mil,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Mil,222721.84,148354.79490216,666.099,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Riz,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Riz,0.0,0.0,,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Ouaddaï_2016_Sorgho,Ouaddaï,Sahélienne,2016/2017,2016,Céréales,Sorgho,122317.6,74170.3347,606.375,0.6813846153846155,0.591,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Arachide,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Arachide,10445.6,9937.94384,951.4,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Manioc,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Manioc,2557.94,29625.037904000004,11581.600000000002,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Niébé,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Niébé,5072.0,2620.533333333333,516.6666666666666,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Patate_douce,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,2739.0,18625.2,6800.0,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Pois_de_terre,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,535.92,485.114784,905.2,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Sésame,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Sésame,7560.0,3314.7692307692305,438.4615384615384,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Taro,Salamat,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Berbéré,Salamat,Sahélienne,2016/2017,2016,Céréales,Berbéré,211540.0,278517.4261410789,1316.618257261411,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Blé,Salamat,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Maïs,Salamat,Sahélienne,2016/2017,2016,Céréales,Maïs,29974.0,39416.40948,1315.02,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Mil,Salamat,Sahélienne,2016/2017,2016,Céréales,Mil,7604.0,5760.149559748424,757.5157232704397,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Riz,Salamat,Sahélienne,2016/2017,2016,Céréales,Riz,6352.0,23017.07865168539,3623.595505617977,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Salamat_2016_Sorgho,Salamat,Sahélienne,2016/2017,2016,Céréales,Sorgho,25153.0,26148.183913043573,1039.565217391308,0.5705652173913043,0.415,29.129890410958904,636.93,40.08619178082191
Sila_2016_Arachide,Sila,Sahélienne,2016/2017,2016,Autres cultures,Arachide,97369.755,100875.06618,1036.0,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Manioc,Sila,Sahélienne,2016/2017,2016,Autres cultures,Manioc,0.0,0.0,,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Niébé,Sila,Sahélienne,2016/2017,2016,Autres cultures,Niébé,23826.0,11612.501068832838,487.38777255237295,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Patate_douce,Sila,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,113.0,666.7,5900.0,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Pois_de_terre,Sila,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,0.0,0.0,,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Sésame,Sila,Sahélienne,2016/2017,2016,Autres cultures,Sésame,42296.0,33836.8,800.0,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Taro,Sila,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Berbéré,Sila,Sahélienne,2016/2017,2016,Céréales,Berbéré,11645.24,11495.782374331577,987.1657754010716,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Blé,Sila,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Maïs,Sila,Sahélienne,2016/2017,2016,Céréales,Maïs,70961.0,96128.50133333316,1354.6666666666642,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Mil,Sila,Sahélienne,2016/2017,2016,Céréales,Mil,131490.59,90570.718392,688.8000000000001,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Riz,Sila,Sahélienne,2016/2017,2016,Céréales,Riz,547.0,591.7019575268818,1081.7220430107527,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Sila_2016_Sorgho,Sila,Sahélienne,2016/2017,2016,Céréales,Sorgho,140788.888,137987.1891288,980.1,0.5635263157894738,0.467,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Arachide,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Arachide,26518.0,23866.2,900.0,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Manioc,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Manioc,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Niébé,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Niébé,4274.0,1638.6464569967322,383.3987966768208,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Patate_douce,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Patate douce,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Pois_de_terre,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Pois de terre,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Sésame,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Sésame,5466.0,1962.294,359.00000000000006,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Taro,Wadi Fira,Sahélienne,2016/2017,2016,Autres cultures,Taro,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Berbéré,Wadi Fira,Sahélienne,2016/2017,2016,Céréales,Berbéré,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Blé,Wadi Fira,Sahélienne,2016/2017,2016,Céréales,Blé,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Maïs,Wadi Fira,Sahélienne,2016/2017,2016,Céréales,Maïs,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Mil,Wadi Fira,Sahélienne,2016/2017,2016,Céréales,Mil,125725.0,63551.43146442189,505.4796696315124,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
Wadi_Fira_2016_Riz,Wadi Fira,Sahélienne,2016/2017,2016,Céréales,Riz,0.0,0.0,,0.7152000000000001,0.606,29.129890410958904,636.93,40.08619178082191
